fonte,is_synthetic,player_id,stagione,squadra,presenze,minuti,gol,assist,xG,xA,fantamedia,rigori_battuti
fixture_sintetica_v1,True,P0138,2025/26,SQ05,9,512,0,0,0.0,0.0,6.06,0
fixture_sintetica_v1,True,P0139,2024/25,SQ05,23,1043,2,3,1.71,3.45,8.2,0
fixture_sintetica_v1,True,P0139,2025/26,SQ05,28,1876,1,5,0.88,4.75,7.82,0
fixture_sintetica_v1,True,P0140,2024/25,SQ05,16,814,1,1,0.81,1.05,6.79,0
fixture_sintetica_v1,True,P0140,2025/26,SQ05,14,698,0,0,0.0,0.0,7.03,0
fixture_sintetica_v1,True,P0141,2024/25,SQ05,22,1309,1,0,1.06,0.0,7.45,0
fixture_sintetica_v1,True,P0141,2025/26,SQ05,8,384,1,0,1.23,0.0,7.69,0
fixture_sintetica_v1,True,P0142,2024/25,SQ05,19,921,0,1,0.0,1.07,7.57,0
fixture_sintetica_v1,True,P0142,2025/26,SQ05,26,2276,3,4,3.74,3.51,7.45,0
fixture_sintetica_v1,True,P0143,2024/25,SQ05,4,295,2,1,2.45,0.96,7.07,0
fixture_sintetica_v1,True,P0143,2025/26,SQ05,15,1312,2,1,2.57,1.18,7.14,0
fixture_sintetica_v1,True,P0144,2024/25,SQ05,8,661,1,0,0.93,0.0,6.78,0
fixture_sintetica_v1,True,P0144,2025/26,SQ05,15,979,1,2,1.15,2.23,7.01,0
fixture_sintetica_v1,True,P0145,2024/25,SQ05,4,344,1,0,1.0,0.0,6.02,0
fixture_sintetica_v1,True,P0145,2025/26,SQ05,7,529,0,0,0.0,0.0,5.98,0
fixture_sintetica_v1,True,P0146,2024/25,SQ05,23,2039,3,0,3.63,0.0,7.1,0
fixture_sintetica_v1,True,P0146,2025/26,SQ05,16,819,1,1,1.12,1.1,7.14,0
fixture_sintetica_v1,True,P0147,2024/25,SQ05,17,1044,4,2,3.7,1.68,7.2,0
fixture_sintetica_v1,True,P0147,2025/26,SQ05,20,1288,3,1,3.52,1.19,7.35,0
fixture_sintetica_v1,True,P0148,2024/25,SQ05,12,760,6,1,7.03,0.91,8.1,0
fixture_sintetica_v1,True,P0148,2025/26,SQ05,5,417,1,0,0.81,0.0,7.68,0
fixture_sintetica_v1,True,P0149,2024/25,SQ05,11,738,0,0,0.0,0.0,6.24,0
fixture_sintetica_v1,True,P0149,2025/26,SQ05,9,753,0,0,0.0,0.0,6.78,0
fixture_sintetica_v1,True,P0150,2024/25,SQ05,11,777,2,0,2.59,0.0,8.31,0
fixture_sintetica_v1,True,P0150,2025/26,SQ05,22,1318,7,2,5.86,2.5,7.93,0
fixture_sintetica_v1,True,P0151,2024/25,SQ06,20,1411,0,0,0.0,0.0,6.89,0
fixture_sintetica_v1,True,P0151,2025/26,SQ06,12,707,0,0,0.0,0.0,7.33,0
fixture_sintetica_v1,True,P0152,2024/25,SQ06,19,1065,0,0,0.0,0.0,7.24,0
fixture_sintetica_v1,True,P0152,2025/26,SQ06,15,1022,0,0,0.0,0.0,7.3,0
fixture_sintetica_v1,True,P0153,2024/25,SQ06,21,1522,0,0,0.0,0.0,7.16,0
fixture_sintetica_v1,True,P0153,2025/26,SQ06,24,1130,0,0,0.0,0.0,6.9,0
fixture_sintetica_v1,True,P0154,2024/25,SQ19,12,549,0,0,0.0,0.0,6.67,0
fixture_sintetica_v1,True,P0154,2025/26,SQ06,9,619,0,0,0.0,0.0,6.84,0
fixture_sintetica_v1,True,P0155,2024/25,SQ06,4,288,0,0,0.0,0.0,6.79,0
fixture_sintetica_v1,True,P0155,2025/26,SQ06,8,488,0,0,0.0,0.0,6.67,0
fixture_sintetica_v1,True,P0156,2024/25,SQ06,18,1067,0,0,0.0,0.0,6.8,0
fixture_sintetica_v1,True,P0156,2025/26,SQ06,7,610,0,0,0.0,0.0,6.49,0
fixture_sintetica_v1,True,P0157,2024/25,SQ04,13,892,0,0,0.0,0.0,6.32,0
fixture_sintetica_v1,True,P0157,2025/26,SQ06,15,866,0,0,0.0,0.0,6.92,0
fixture_sintetica_v1,True,P0158,2024/25,SQ06,15,1178,0,0,0.0,0.0,7.6,0
fixture_sintetica_v1,True,P0158,2025/26,SQ06,21,1678,0,0,0.0,0.0,7.97,0
fixture_sintetica_v1,True,P0159,2024/25,SQ06,15,1074,0,0,0.0,0.0,7.67,0
fixture_sintetica_v1,True,P0159,2025/26,SQ06,8,616,0,0,0.0,0.0,7.89,0
fixture_sintetica_v1,True,P0160,2024/25,SQ15,12,547,0,0,0.0,0.0,7.61,0
fixture_sintetica_v1,True,P0160,2025/26,SQ06,25,1770,0,0,0.0,0.0,7.75,0
fixture_sintetica_v1,True,P0161,2024/25,SQ06,18,1546,0,0,0.0,0.0,7.04,0
fixture_sintetica_v1,True,P0161,2025/26,SQ06,24,1528,0,0,0.0,0.0,7.14,0
fixture_sintetica_v1,True,P0162,2024/25,SQ06,20,1555,0,0,0.0,0.0,6.35,0
fixture_sintetica_v1,True,P0162,2025/26,SQ06,5,305,0,0,0.0,0.0,6.72,0
fixture_sintetica_v1,True,P0163,2024/25,SQ06,20,1376,1,0,1.07,0.0,6.57,0
fixture_sintetica_v1,True,P0163,2025/26,SQ06,13,783,0,0,0.0,0.0,6.27,0
fixture_sintetica_v1,True,P0164,2024/25,SQ14,7,628,0,0,0.0,0.0,6.76,0
fixture_sintetica_v1,True,P0164,2025/26,SQ06,14,960,0,1,0.0,1.13,6.69,0
fixture_sintetica_v1,True,P0165,2024/25,SQ06,9,761,0,0,0.0,0.0,7.37,0
fixture_sintetica_v1,True,P0165,2025/26,SQ06,29,1640,1,3,1.0,3.2,7.72,0
fixture_sintetica_v1,True,P0166,2024/25,SQ06,5,278,0,0,0.0,0.0,7.15,0
fixture_sintetica_v1,True,P0166,2025/26,SQ06,16,1044,0,1,0.0,0.98,6.89,0
fixture_sintetica_v1,True,P0167,2024/25,SQ06,8,430,0,0,0.0,0.0,7.18,0
fixture_sintetica_v1,True,P0167,2025/26,SQ06,12,819,0,0,0.0,0.0,7.42,0
fixture_sintetica_v1,True,P0168,2024/25,SQ06,6,311,0,0,0.0,0.0,6.6,0
fixture_sintetica_v1,True,P0168,2025/26,SQ06,5,349,0,0,0.0,0.0,6.31,0
fixture_sintetica_v1,True,P0169,2024/25,SQ06,12,638,0,1,0.0,0.88,6.63,0
fixture_sintetica_v1,True,P0169,2025/26,SQ06,7,479,0,0,0.0,0.0,6.45,0
fixture_sintetica_v1,True,P0170,2024/25,SQ06,8,373,0,0,0.0,0.0,6.35,0
fixture_sintetica_v1,True,P0170,2025/26,SQ06,15,1219,2,1,1.68,0.96,6.37,0
fixture_sintetica_v1,True,P0171,2024/25,SQ06,7,406,1,0,0.96,0.0,6.84,0
fixture_sintetica_v1,True,P0171,2025/26,SQ06,16,1153,0,2,0.0,2.1,7.32,0
fixture_sintetica_v1,True,P0172,2024/25,SQ05,4,244,0,0,0.0,0.0,7.03,0
fixture_sintetica_v1,True,P0172,2025/26,SQ06,21,1305,1,0,1.06,0.0,6.99,0
fixture_sintetica_v1,True,P0173,2024/25,SQ06,3,185,0,0,0.0,0.0,6.72,0
fixture_sintetica_v1,True,P0173,2025/26,SQ06,19,1452,0,1,0.0,0.9,7.14,0
fixture_sintetica_v1,True,P0174,2024/25,SQ06,5,424,0,1,0.0,1.01,6.98,0
fixture_sintetica_v1,True,P0174,2025/26,SQ06,25,1628,4,2,3.61,1.76,7.29,0
fixture_sintetica_v1,True,P0175,2024/25,SQ06,3,222,1,0,0.87,0.0,6.5,0
fixture_sintetica_v1,True,P0175,2025/26,SQ06,10,680,3,1,2.96,0.99,6.86,0
fixture_sintetica_v1,True,P0176,2024/25,SQ06,12,891,2,0,1.62,0.0,7.37,0
fixture_sintetica_v1,True,P0176,2025/26,SQ06,8,701,0,0,0.0,0.0,6.95,0
fixture_sintetica_v1,True,P0177,2024/25,SQ03,8,429,2,0,1.63,0.0,6.98,0
fixture_sintetica_v1,True,P0177,2025/26,SQ06,18,1179,4,1,4.69,0.94,6.67,0
fixture_sintetica_v1,True,P0178,2024/25,SQ06,27,2097,4,0,4.84,0.0,7.4,0
fixture_sintetica_v1,True,P0178,2025/26,SQ06,23,1145,10,4,8.49,4.58,7.61,0
fixture_sintetica_v1,True,P0179,2024/25,SQ06,5,335,1,0,1.29,0.0,7.33,0
fixture_sintetica_v1,True,P0179,2025/26,SQ06,25,1369,6,3,6.38,3.44,7.59,0
fixture_sintetica_v1,True,P0180,2024/25,SQ01,11,527,0,0,0.0,0.0,6.42,0
fixture_sintetica_v1,True,P0180,2025/26,SQ06,5,375,1,0,0.85,0.0,6.92,0
fixture_sintetica_v1,True,P0181,2024/25,SQ07,14,1173,0,0,0.0,0.0,7.17,0
fixture_sintetica_v1,True,P0181,2025/26,SQ07,4,192,0,0,0.0,0.0,6.98,0
fixture_sintetica_v1,True,P0182,2024/25,SQ07,13,1095,0,0,0.0,0.0,7.52,0
fixture_sintetica_v1,True,P0182,2025/26,SQ07,25,1282,0,0,0.0,0.0,7.43,0
fixture_sintetica_v1,True,P0183,2024/25,SQ07,8,681,0,0,0.0,0.0,7.06,0
fixture_sintetica_v1,True,P0183,2025/26,SQ07,26,1277,0,0,0.0,0.0,7.45,0
fixture_sintetica_v1,True,P0184,2024/25,SQ07,14,939,0,0,0.0,0.0,7.41,0
fixture_sintetica_v1,True,P0184,2025/26,SQ07,10,492,0,0,0.0,0.0,7.9,0
fixture_sintetica_v1,True,P0185,2024/25,SQ07,10,459,0,1,0.0,1.14,6.15,0
fixture_sintetica_v1,True,P0185,2025/26,SQ07,8,549,0,0,0.0,0.0,6.13,0
fixture_sintetica_v1,True,P0186,2024/25,SQ07,13,958,0,0,0.0,0.0,7.12,0
fixture_sintetica_v1,True,P0186,2025/26,SQ07,24,2018,0,0,0.0,0.0,6.92,0
fixture_sintetica_v1,True,P0187,2024/25,SQ07,6,400,0,0,0.0,0.0,6.37,0
fixture_sintetica_v1,True,P0187,2025/26,SQ07,7,524,0,0,0.0,0.0,6.13,0
fixture_sintetica_v1,True,P0188,2024/25,SQ07,23,1262,0,1,0.0,0.8,7.01,0
fixture_sintetica_v1,True,P0188,2025/26,SQ07,26,1599,0,0,0.0,0.0,6.93,0
fixture_sintetica_v1,True,P0189,2024/25,SQ07,17,859,0,1,0.0,1.24,7.69,0
fixture_sintetica_v1,True,P0189,2025/26,SQ07,30,2323,1,0,1.01,0.0,8.26,0
fixture_sintetica_v1,True,P0190,2024/25,SQ07,28,1529,0,1,0.0,1.18,7.78,0
fixture_sintetica_v1,True,P0190,2025/26,SQ07,12,822,0,0,0.0,0.0,7.02,0
fixture_sintetica_v1,True,P0191,2024/25,SQ07,16,1187,0,0,0.0,0.0,6.0,0
fixture_sintetica_v1,True,P0191,2025/26,SQ07,3,267,0,0,0.0,0.0,5.96,0
fixture_sintetica_v1,True,P0192,2024/25,SQ07,21,1164,0,0,0.0,0.0,7.08,0
fixture_sintetica_v1,True,P0192,2025/26,SQ07,3,206,0,0,0.0,0.0,6.82,0
fixture_sintetica_v1,True,P0193,2024/25,SQ07,26,1507,0,1,0.0,1.19,7.73,0
fixture_sintetica_v1,True,P0193,2025/26,SQ07,17,921,0,0,0.0,0.0,7.15,0
fixture_sintetica_v1,True,P0194,2024/25,SQ07,25,2088,2,1,1.7,0.93,7.57,0
fixture_sintetica_v1,True,P0194,2025/26,SQ07,26,1922,1,3,1.22,3.05,7.39,0
fixture_sintetica_v1,True,P0195,2024/25,SQ07,4,212,0,0,0.0,0.0,7.17,0
fixture_sintetica_v1,True,P0195,2025/26,SQ07,14,1198,0,1,0.0,1.23,7.05,0
fixture_sintetica_v1,True,P0196,2024/25,SQ07,5,265,1,2,0.85,1.86,7.61,0
fixture_sintetica_v1,True,P0196,2025/26,SQ07,5,335,0,1,0.0,1.03,7.72,0
fixture_sintetica_v1,True,P0197,2024/25,SQ07,3,225,0,0,0.0,0.0,6.21,0
fixture_sintetica_v1,True,P0197,2025/26,SQ07,4,321,0,0,0.0,0.0,6.46,0
fixture_sintetica_v1,True,P0198,2024/25,SQ07,6,450,0,2,0.0,2.2,6.6,0
fixture_sintetica_v1,True,P0198,2025/26,SQ07,8,484,0,0,0.0,0.0,7.1,0
fixture_sintetica_v1,True,P0199,2024/25,SQ07,13,947,1,1,1.18,1.06,6.23,0
fixture_sintetica_v1,True,P0199,2025/26,SQ07,5,240,0,0,0.0,0.0,6.47,0
fixture_sintetica_v1,True,P0200,2024/25,SQ07,21,1023,2,2,2.29,1.66,7.44,0
fixture_sintetica_v1,True,P0200,2025/26,SQ07,24,1306,0,2,0.0,1.73,7.23,0
fixture_sintetica_v1,True,P0201,2024/25,SQ07,20,1137,1,1,1.06,1.0,7.43,0
fixture_sintetica_v1,True,P0201,2025/26,SQ07,18,1440,3,1,3.04,1.08,7.56,0
fixture_sintetica_v1,True,P0202,2024/25,SQ07,32,1607,2,1,2.49,0.85,8.24,0
fixture_sintetica_v1,True,P0202,2025/26,SQ07,27,2158,2,4,2.41,3.4,8.23,0
fixture_sintetica_v1,True,P0203,2024/25,SQ07,26,1311,6,6,6.13,5.64,7.13,0
fixture_sintetica_v1,True,P0203,2025/26,SQ07,15,769,1,2,1.26,2.0,7.37,0
fixture_sintetica_v1,True,P0204,2024/25,SQ07,23,1737,2,2,2.43,1.7,6.89,0
fixture_sintetica_v1,True,P0204,2025/26,SQ07,25,1318,2,2,2.54,2.29,7.06,0
fixture_sintetica_v1,True,P0205,2024/25,SQ07,4,283,0,1,0.0,1.1,6.51,0
fixture_sintetica_v1,True,P0205,2025/26,SQ07,3,156,1,1,1.13,1.07,7.05,0
fixture_sintetica_v1,True,P0206,2024/25,SQ07,8,678,0,0,0.0,0.0,7.54,0
fixture_sintetica_v1,True,P0206,2025/26,SQ07,22,1016,3,2,3.68,1.87,7.53,0
fixture_sintetica_v1,True,P0207,2024/25,SQ07,25,1813,4,2,3.65,1.79,7.67,0
fixture_sintetica_v1,True,P0207,2025/26,SQ07,21,1429,5,2,6.37,1.72,7.64,0
fixture_sintetica_v1,True,P0208,2024/25,SQ07,11,629,0,0,0.0,0.0,6.75,0
fixture_sintetica_v1,True,P0208,2025/26,SQ07,9,643,0,0,0.0,0.0,6.73,0
fixture_sintetica_v1,True,P0209,2024/25,SQ07,21,1727,4,1,3.58,0.83,6.67,0
fixture_sintetica_v1,True,P0209,2025/26,SQ07,20,906,5,0,4.3,0.0,6.56,0
fixture_sintetica_v1,True,P0210,2024/25,SQ02,24,1788,0,0,0.0,0.0,6.85,0
fixture_sintetica_v1,True,P0210,2025/26,SQ07,11,825,1,3,0.82,3.54,7.1,0
fixture_sintetica_v1,True,P0211,2024/25,SQ08,27,1748,0,0,0.0,0.0,7.43,0
fixture_sintetica_v1,True,P0211,2025/26,SQ08,29,2558,0,0,0.0,0.0,7.76,0
fixture_sintetica_v1,True,P0212,2024/25,SQ08,23,1272,0,0,0.0,0.0,7.83,0
fixture_sintetica_v1,True,P0212,2025/26,SQ08,23,1502,0,0,0.0,0.0,7.33,0
fixture_sintetica_v1,True,P0213,2024/25,SQ08,26,1746,0,0,0.0,0.0,7.39,0
fixture_sintetica_v1,True,P0213,2025/26,SQ08,20,1527,0,0,0.0,0.0,7.4,0
fixture_sintetica_v1,True,P0214,2024/25,SQ18,19,1081,0,0,0.0,0.0,7.1,0
fixture_sintetica_v1,True,P0214,2025/26,SQ08,21,1790,0,0,0.0,0.0,6.48,0
fixture_sintetica_v1,True,P0215,2024/25,SQ08,22,1409,0,1,0.0,1.19,7.05,0
fixture_sintetica_v1,True,P0215,2025/26,SQ08,16,1081,0,0,0.0,0.0,6.95,0
fixture_sintetica_v1,True,P0216,2024/25,SQ08,17,978,0,0,0.0,0.0,6.71,0
fixture_sintetica_v1,True,P0216,2025/26,SQ08,18,1252,0,0,0.0,0.0,6.22,0
fixture_sintetica_v1,True,P0217,2024/25,SQ14,8,494,0,0,0.0,0.0,6.88,0
fixture_sintetica_v1,True,P0217,2025/26,SQ08,8,365,0,0,0.0,0.0,7.13,0
fixture_sintetica_v1,True,P0218,2024/25,SQ08,18,1377,0,0,0.0,0.0,8.23,0
fixture_sintetica_v1,True,P0218,2025/26,SQ08,35,1776,1,0,0.95,0.0,8.41,0
fixture_sintetica_v1,True,P0219,2024/25,SQ08,5,241,0,0,0.0,0.0,6.53,0
fixture_sintetica_v1,True,P0219,2025/26,SQ08,6,464,0,0,0.0,0.0,6.42,0
fixture_sintetica_v1,True,P0220,2024/25,SQ08,8,451,0,1,0.0,1.13,7.13,0
fixture_sintetica_v1,True,P0220,2025/26,SQ08,7,459,0,0,0.0,0.0,7.04,0
fixture_sintetica_v1,True,P0221,2024/25,SQ08,12,560,0,0,0.0,0.0,6.95,0
fixture_sintetica_v1,True,P0221,2025/26,SQ08,25,1314,0,0,0.0,0.0,7.56,0
fixture_sintetica_v1,True,P0222,2024/25,SQ08,6,275,0,1,0.0,1.3,7.7,0
fixture_sintetica_v1,True,P0222,2025/26,SQ08,20,991,1,0,1.27,0.0,8.22,0
fixture_sintetica_v1,True,P0223,2024/25,SQ08,25,1335,1,0,0.86,0.0,7.21,0
fixture_sintetica_v1,True,P0223,2025/26,SQ08,13,1071,0,1,0.0,1.16,7.29,0
fixture_sintetica_v1,True,P0224,2024/25,SQ08,22,1777,0,3,0.0,3.29,6.98,0
fixture_sintetica_v1,True,P0224,2025/26,SQ08,12,611,0,1,0.0,1.29,7.15,0
fixture_sintetica_v1,True,P0225,2024/25,SQ08,10,842,1,0,1.12,0.0,7.58,0
fixture_sintetica_v1,True,P0225,2025/26,SQ08,5,300,1,0,0.89,0.0,7.73,0
fixture_sintetica_v1,True,P0226,2024/25,SQ08,16,1224,1,5,0.96,5.98,7.5,0
fixture_sintetica_v1,True,P0226,2025/26,SQ08,5,261,0,0,0.0,0.0,7.25,0
fixture_sintetica_v1,True,P0227,2024/25,SQ08,19,1276,1,2,1.25,2.56,6.33,0
fixture_sintetica_v1,True,P0227,2025/26,SQ08,7,433,0,0,0.0,0.0,6.43,0
fixture_sintetica_v1,True,P0228,2024/25,SQ08,7,529,0,1,0.0,0.91,6.63,0
fixture_sintetica_v1,True,P0228,2025/26,SQ08,4,218,0,0,0.0,0.0,6.69,0
fixture_sintetica_v1,True,P0229,2024/25,SQ08,5,391,1,1,1.06,0.92,6.69,0
fixture_sintetica_v1,True,P0229,2025/26,SQ08,5,313,0,0,0.0,0.0,6.93,0
fixture_sintetica_v1,True,P0230,2024/25,SQ08,14,897,0,2,0.0,1.77,6.62,0
fixture_sintetica_v1,True,P0230,2025/26,SQ08,18,1233,0,0,0.0,0.0,6.38,0
fixture_sintetica_v1,True,P0231,2024/25,SQ08,6,285,0,0,0.0,0.0,6.97,0
fixture_sintetica_v1,True,P0231,2025/26,SQ08,5,320,1,2,0.83,2.54,6.93,0
fixture_sintetica_v1,True,P0232,2024/25,SQ08,20,1014,0,1,0.0,1.22,7.1,0
fixture_sintetica_v1,True,P0232,2025/26,SQ08,4,250,0,0,0.0,0.0,7.18,0
fixture_sintetica_v1,True,P0233,2024/25,SQ08,28,1743,8,1,9.13,0.93,7.46,0
fixture_sintetica_v1,True,P0233,2025/26,SQ08,10,510,3,1,3.48,0.98,7.67,0
fixture_sintetica_v1,True,P0234,2024/25,SQ08,14,916,1,2,1.27,2.52,7.72,0
fixture_sintetica_v1,True,P0234,2025/26,SQ08,26,1867,4,3,3.93,3.85,7.7,0
fixture_sintetica_v1,True,P0235,2024/25,SQ08,26,1931,7,4,7.45,4.46,7.31,0
fixture_sintetica_v1,True,P0235,2025/26,SQ08,28,1510,7,5,5.95,5.61,8.01,0
fixture_sintetica_v1,True,P0236,2024/25,SQ08,18,958,3,0,2.97,0.0,7.27,0
fixture_sintetica_v1,True,P0236,2025/26,SQ08,8,596,1,0,1.23,0.0,7.4,0
fixture_sintetica_v1,True,P0237,2024/25,SQ08,6,374,0,0,0.0,0.0,6.53,0
fixture_sintetica_v1,True,P0237,2025/26,SQ08,13,800,1,2,0.85,2.33,5.96,0
fixture_sintetica_v1,True,P0238,2024/25,SQ08,14,1226,3,1,3.75,1.15,7.23,0
fixture_sintetica_v1,True,P0238,2025/26,SQ08,6,478,1,2,1.19,2.09,7.29,0
fixture_sintetica_v1,True,P0239,2024/25,SQ08,17,1309,2,3,1.74,3.44,7.47,0
fixture_sintetica_v1,True,P0239,2025/26,SQ08,22,1578,4,1,4.25,1.14,7.81,0
fixture_sintetica_v1,True,P0240,2024/25,SQ08,10,722,0,1,0.0,1.06,6.3,0
fixture_sintetica_v1,True,P0240,2025/26,SQ08,16,987,1,0,1.2,0.0,6.63,0
fixture_sintetica_v1,True,P0241,2024/25,SQ09,10,597,0,0,0.0,0.0,7.28,0
fixture_sintetica_v1,True,P0241,2025/26,SQ09,22,1382,0,0,0.0,0.0,7.67,0
fixture_sintetica_v1,True,P0242,2024/25,SQ09,9,595,0,0,0.0,0.0,6.95,0
fixture_sintetica_v1,True,P0242,2025/26,SQ09,21,1716,0,0,0.0,0.0,6.88,0
fixture_sintetica_v1,True,P0243,2024/25,SQ09,5,260,0,0,0.0,0.0,7.56,0
fixture_sintetica_v1,True,P0243,2025/26,SQ09,23,1114,0,0,0.0,0.0,7.76,0
fixture_sintetica_v1,True,P0244,2024/25,SQ09,4,277,0,0,0.0,0.0,7.41,0
fixture_sintetica_v1,True,P0244,2025/26,SQ09,4,210,0,0,0.0,0.0,7.65,0
fixture_sintetica_v1,True,P0245,2024/25,SQ09,28,2013,0,0,0.0,0.0,7.24,0
fixture_sintetica_v1,True,P0245,2025/26,SQ09,6,494,0,0,0.0,0.0,7.26,0
fixture_sintetica_v1,True,P0246,2024/25,SQ09,8,408,1,0,1.17,0.0,6.3,0
fixture_sintetica_v1,True,P0246,2025/26,SQ09,5,292,0,0,0.0,0.0,6.84,0
fixture_sintetica_v1,True,P0247,2024/25,SQ09,14,1173,0,2,0.0,1.6,6.94,0
fixture_sintetica_v1,True,P0247,2025/26,SQ09,7,392,0,0,0.0,0.0,7.04,0
fixture_sintetica_v1,True,P0248,2024/25,SQ09,22,1863,0,0,0.0,0.0,6.99,0
fixture_sintetica_v1,True,P0248,2025/26,SQ09,11,783,1,0,1.14,0.0,7.31,0
fixture_sintetica_v1,True,P0249,2024/25,SQ09,12,748,0,1,0.0,1.3,6.62,0
fixture_sintetica_v1,True,P0249,2025/26,SQ09,16,1069,0,0,0.0,0.0,7.27,0
fixture_sintetica_v1,True,P0250,2024/25,SQ09,7,359,0,1,0.0,1.13,6.67,0
fixture_sintetica_v1,True,P0250,2025/26,SQ09,17,1179,0,0,0.0,0.0,7.04,0
fixture_sintetica_v1,True,P0251,2024/25,SQ09,10,637,0,0,0.0,0.0,5.98,0
fixture_sintetica_v1,True,P0251,2025/26,SQ09,15,754,0,0,0.0,0.0,6.18,0
fixture_sintetica_v1,True,P0252,2024/25,SQ09,22,1046,0,0,0.0,0.0,6.73,0
fixture_sintetica_v1,True,P0252,2025/26,SQ09,14,1098,0,0,0.0,0.0,7.35,0
fixture_sintetica_v1,True,P0253,2024/25,SQ09,3,247,0,0,0.0,0.0,6.99,0
fixture_sintetica_v1,True,P0253,2025/26,SQ09,12,975,0,0,0.0,0.0,6.74,0
fixture_sintetica_v1,True,P0254,2024/25,SQ09,19,1329,0,1,0.0,1.17,7.98,0
fixture_sintetica_v1,True,P0254,2025/26,SQ09,28,2293,1,3,1.21,2.87,7.9,0
fixture_sintetica_v1,True,P0255,2024/25,SQ09,22,1183,4,3,4.44,3.46,7.81,0
fixture_sintetica_v1,True,P0255,2025/26,SQ09,30,2668,2,4,2.02,5.07,7.71,0
fixture_sintetica_v1,True,P0256,2024/25,SQ09,13,924,0,1,0.0,1.07,7.11,0
fixture_sintetica_v1,True,P0256,2025/26,SQ09,13,850,1,0,1.18,0.0,7.06,0
fixture_sintetica_v1,True,P0257,2024/25,SQ09,5,439,0,1,0.0,1.13,6.5,0
fixture_sintetica_v1,True,P0257,2025/26,SQ09,20,1450,1,0,0.93,0.0,6.88,0
fixture_sintetica_v1,True,P0258,2024/25,SQ20,4,215,0,0,0.0,0.0,6.54,0
fixture_sintetica_v1,True,P0258,2025/26,SQ09,10,807,1,1,0.89,1.19,6.94,0
fixture_sintetica_v1,True,P0259,2024/25,SQ09,14,1098,0,0,0.0,0.0,6.68,0
fixture_sintetica_v1,True,P0259,2025/26,SQ09,6,516,1,0,0.81,0.0,6.7,0
fixture_sintetica_v1,True,P0260,2024/25,SQ09,13,966,0,0,0.0,0.0,7.42,0
fixture_sintetica_v1,True,P0260,2025/26,SQ09,15,959,1,1,1.19,1.29,7.01,0
fixture_sintetica_v1,True,P0261,2024/25,SQ09,15,754,0,3,0.0,2.53,7.1,0
fixture_sintetica_v1,True,P0261,2025/26,SQ09,4,284,0,0,0.0,0.0,7.44,0
fixture_sintetica_v1,True,P0262,2024/25,SQ09,5,227,0,0,0.0,0.0,7.77,0
fixture_sintetica_v1,True,P0262,2025/26,SQ09,20,1150,1,2,1.12,1.62,7.41,0
fixture_sintetica_v1,True,P0263,2024/25,SQ09,9,495,3,0,3.8,0.0,8.04,2
fixture_sintetica_v1,True,P0263,2025/26,SQ09,34,2387,18,5,16.74,4.87,8.44,0
fixture_sintetica_v1,True,P0264,2024/25,SQ09,5,378,1,0,1.19,0.0,7.29,0
fixture_sintetica_v1,True,P0264,2025/26,SQ09,5,433,0,0,0.0,0.0,6.78,0
fixture_sintetica_v1,True,P0265,2024/25,SQ09,7,493,0,0,0.0,0.0,6.39,0
fixture_sintetica_v1,True,P0265,2025/26,SQ09,5,283,1,0,1.19,0.0,5.97,0
fixture_sintetica_v1,True,P0266,2024/25,SQ09,10,602,2,1,1.8,1.17,6.62,0
fixture_sintetica_v1,True,P0266,2025/26,SQ09,8,371,1,1,1.1,1.08,7.03,0
fixture_sintetica_v1,True,P0267,2024/25,SQ09,3,137,0,0,0.0,0.0,6.92,0
fixture_sintetica_v1,True,P0267,2025/26,SQ09,4,315,0,0,0.0,0.0,6.51,0
fixture_sintetica_v1,True,P0268,2024/25,SQ09,16,1344,4,1,3.97,1.04,7.55,0
fixture_sintetica_v1,True,P0268,2025/26,SQ09,15,1240,6,0,6.17,0.0,7.31,0
fixture_sintetica_v1,True,P0269,2024/25,SQ09,20,1007,8,4,6.59,3.4,7.89,0
fixture_sintetica_v1,True,P0269,2025/26,SQ09,22,1746,5,1,5.68,1.1,7.29,0
fixture_sintetica_v1,True,P0270,2024/25,SQ09,14,1161,1,0,1.22,0.0,6.48,0
fixture_sintetica_v1,True,P0270,2025/26,SQ09,5,264,0,0,0.0,0.0,6.3,0
fixture_sintetica_v1,True,P0271,2024/25,SQ10,21,1613,0,0,0.0,0.0,6.93,0
fixture_sintetica_v1,True,P0271,2025/26,SQ10,13,1001,0,0,0.0,0.0,6.59,0
fixture_sintetica_v1,True,P0272,2024/25,SQ03,10,699,0,0,0.0,0.0,7.29,0
fixture_sintetica_v1,True,P0272,2025/26,SQ10,14,1187,0,0,0.0,0.0,7.22,0
fixture_sintetica_v1,True,P0273,2024/25,SQ10,21,1252,0,0,0.0,0.0,6.79,0
fixture_sintetica_v1,True,P0273,2025/26,SQ10,20,1660,0,0,0.0,0.0,6.37,0
fixture_sintetica_v1,True,P0274,2024/25,SQ10,12,544,0,0,0.0,0.0,6.73,0
fixture_sintetica_v1,True,P0274,2025/26,SQ10,11,790,0,0,0.0,0.0,7.17,0
fixture_sintetica_v1,True,P0275,2024/25,SQ10,5,353,0,0,0.0,0.0,7.49,0
fixture_sintetica_v1,True,P0275,2025/26,SQ10,23,1179,0,0,0.0,0.0,7.5,0
fixture_sintetica_v1,True,P0276,2024/25,SQ10,27,1873,0,0,0.0,0.0,8.05,0
