fonte,is_synthetic,player_id,nome,ruolo,squadra,quotazione_listone,data_estrazione
fixture_sintetica_v1,True,P0236,Giocatore Sintetico 236,A,SQ08,29.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0237,Giocatore Sintetico 237,A,SQ08,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0238,Giocatore Sintetico 238,A,SQ08,59.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0239,Giocatore Sintetico 239,A,SQ08,47.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0240,Giocatore Sintetico 240,A,SQ08,37.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0241,Giocatore Sintetico 241,P,SQ09,3.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0242,Giocatore Sintetico 242,P,SQ09,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0243,Giocatore Sintetico 243,P,SQ09,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0244,Giocatore Sintetico 244,P,SQ09,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0245,Giocatore Sintetico 245,D,SQ09,10.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0246,Giocatore Sintetico 246,D,SQ09,13.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0247,Giocatore Sintetico 247,D,SQ09,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0248,Giocatore Sintetico 248,D,SQ09,17.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0249,Giocatore Sintetico 249,D,SQ09,12.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0250,Giocatore Sintetico 250,D,SQ09,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0251,Giocatore Sintetico 251,D,SQ09,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0252,Giocatore Sintetico 252,D,SQ09,16.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0253,Giocatore Sintetico 253,D,SQ09,12.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0254,Giocatore Sintetico 254,C,SQ09,40.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0255,Giocatore Sintetico 255,C,SQ09,31.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0256,Giocatore Sintetico 256,C,SQ09,7.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0257,Giocatore Sintetico 257,C,SQ09,35.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0258,Giocatore Sintetico 258,C,SQ09,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0259,Giocatore Sintetico 259,C,SQ09,23.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0260,Giocatore Sintetico 260,C,SQ09,39.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0261,Giocatore Sintetico 261,C,SQ09,48.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0262,Giocatore Sintetico 262,C,SQ09,30.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0263,Giocatore Sintetico 263,A,SQ09,19.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0264,Giocatore Sintetico 264,A,SQ09,46.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0265,Giocatore Sintetico 265,A,SQ09,11.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0266,Giocatore Sintetico 266,A,SQ09,36.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0267,Giocatore Sintetico 267,A,SQ09,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0268,Giocatore Sintetico 268,A,SQ09,34.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0269,Giocatore Sintetico 269,A,SQ09,30.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0270,Giocatore Sintetico 270,A,SQ09,46.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0271,Giocatore Sintetico 271,P,SQ10,7.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0272,Giocatore Sintetico 272,P,SQ10,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0273,Giocatore Sintetico 273,P,SQ10,7.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0274,Giocatore Sintetico 274,P,SQ10,7.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0275,Giocatore Sintetico 275,D,SQ10,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0276,Giocatore Sintetico 276,D,SQ10,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0277,Giocatore Sintetico 277,D,SQ10,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0278,Giocatore Sintetico 278,D,SQ10,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0279,Giocatore Sintetico 279,D,SQ10,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0280,Giocatore Sintetico 280,D,SQ10,28.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0281,Giocatore Sintetico 281,D,SQ10,27.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0282,Giocatore Sintetico 282,D,SQ10,33.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0283,Giocatore Sintetico 283,D,SQ10,16.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0284,Giocatore Sintetico 284,C,SQ10,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0285,Giocatore Sintetico 285,C,SQ10,21.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0286,Giocatore Sintetico 286,C,SQ10,28.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0287,Giocatore Sintetico 287,C,SQ10,20.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0288,Giocatore Sintetico 288,C,SQ10,13.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0289,Giocatore Sintetico 289,C,SQ10,39.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0290,Giocatore Sintetico 290,C,SQ10,11.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0291,Giocatore Sintetico 291,C,SQ10,12.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0292,Giocatore Sintetico 292,C,SQ10,49.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0293,Giocatore Sintetico 293,A,SQ10,37.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0294,Giocatore Sintetico 294,A,SQ10,33.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0295,Giocatore Sintetico 295,A,SQ10,36.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0296,Giocatore Sintetico 296,A,SQ10,31.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0297,Giocatore Sintetico 297,A,SQ10,35.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0298,Giocatore Sintetico 298,A,SQ10,50.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0299,Giocatore Sintetico 299,A,SQ10,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0300,Giocatore Sintetico 300,A,SQ10,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0301,Giocatore Sintetico 301,P,SQ11,10.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0302,Giocatore Sintetico 302,P,SQ11,13.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0303,Giocatore Sintetico 303,P,SQ11,4.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0304,Giocatore Sintetico 304,P,SQ11,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0305,Giocatore Sintetico 305,D,SQ11,29.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0306,Giocatore Sintetico 306,D,SQ11,21.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0307,Giocatore Sintetico 307,D,SQ11,5.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0308,Giocatore Sintetico 308,D,SQ11,27.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0309,Giocatore Sintetico 309,D,SQ11,27.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0310,Giocatore Sintetico 310,D,SQ11,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0311,Giocatore Sintetico 311,D,SQ11,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0312,Giocatore Sintetico 312,D,SQ11,6.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0313,Giocatore Sintetico 313,D,SQ11,12.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0314,Giocatore Sintetico 314,C,SQ11,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0315,Giocatore Sintetico 315,C,SQ11,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0316,Giocatore Sintetico 316,C,SQ11,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0317,Giocatore Sintetico 317,C,SQ11,34.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0318,Giocatore Sintetico 318,C,SQ11,27.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0319,Giocatore Sintetico 319,C,SQ11,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0320,Giocatore Sintetico 320,C,SQ11,39.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0321,Giocatore Sintetico 321,C,SQ11,42.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0322,Giocatore Sintetico 322,C,SQ11,19.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0323,Giocatore Sintetico 323,A,SQ11,56.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0324,Giocatore Sintetico 324,A,SQ11,61.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0325,Giocatore Sintetico 325,A,SQ11,6.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0326,Giocatore Sintetico 326,A,SQ11,49.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0327,Giocatore Sintetico 327,A,SQ11,47.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0328,Giocatore Sintetico 328,A,SQ11,48.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0329,Giocatore Sintetico 329,A,SQ11,55.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0330,Giocatore Sintetico 330,A,SQ11,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0331,Giocatore Sintetico 331,P,SQ12,5.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0332,Giocatore Sintetico 332,P,SQ12,11.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0333,Giocatore Sintetico 333,P,SQ12,6.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0334,Giocatore Sintetico 334,P,SQ12,7.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0335,Giocatore Sintetico 335,D,SQ12,19.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0336,Giocatore Sintetico 336,D,SQ12,13.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0337,Giocatore Sintetico 337,D,SQ12,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0338,Giocatore Sintetico 338,D,SQ12,16.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0339,Giocatore Sintetico 339,D,SQ12,21.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0340,Giocatore Sintetico 340,D,SQ12,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0341,Giocatore Sintetico 341,D,SQ12,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0342,Giocatore Sintetico 342,D,SQ12,10.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0343,Giocatore Sintetico 343,D,SQ12,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0344,Giocatore Sintetico 344,C,SQ12,49.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0345,Giocatore Sintetico 345,C,SQ12,30.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0346,Giocatore Sintetico 346,C,SQ12,41.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0347,Giocatore Sintetico 347,C,SQ12,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0348,Giocatore Sintetico 348,C,SQ12,3.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0349,Giocatore Sintetico 349,C,SQ12,17.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0350,Giocatore Sintetico 350,C,SQ12,34.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0351,Giocatore Sintetico 351,C,SQ12,44.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0352,Giocatore Sintetico 352,C,SQ12,10.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0353,Giocatore Sintetico 353,A,SQ12,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0354,Giocatore Sintetico 354,A,SQ12,21.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0355,Giocatore Sintetico 355,A,SQ12,39.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0356,Giocatore Sintetico 356,A,SQ12,32.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0357,Giocatore Sintetico 357,A,SQ12,30.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0358,Giocatore Sintetico 358,A,SQ12,63.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0359,Giocatore Sintetico 359,A,SQ12,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0360,Giocatore Sintetico 360,A,SQ12,27.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0361,Giocatore Sintetico 361,P,SQ13,5.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0362,Giocatore Sintetico 362,P,SQ13,11.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0363,Giocatore Sintetico 363,P,SQ13,13.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0364,Giocatore Sintetico 364,P,SQ13,12.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0365,Giocatore Sintetico 365,D,SQ13,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0366,Giocatore Sintetico 366,D,SQ13,23.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0367,Giocatore Sintetico 367,D,SQ13,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0368,Giocatore Sintetico 368,D,SQ13,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0369,Giocatore Sintetico 369,D,SQ13,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0370,Giocatore Sintetico 370,D,SQ13,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0371,Giocatore Sintetico 371,D,SQ13,17.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0372,Giocatore Sintetico 372,D,SQ13,10.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0373,Giocatore Sintetico 373,D,SQ13,13.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0374,Giocatore Sintetico 374,C,SQ13,43.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0375,Giocatore Sintetico 375,C,SQ13,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0376,Giocatore Sintetico 376,C,SQ13,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0377,Giocatore Sintetico 377,C,SQ13,27.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0378,Giocatore Sintetico 378,C,SQ13,36.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0379,Giocatore Sintetico 379,C,SQ13,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0380,Giocatore Sintetico 380,C,SQ13,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0381,Giocatore Sintetico 381,C,SQ13,38.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0382,Giocatore Sintetico 382,C,SQ13,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0383,Giocatore Sintetico 383,A,SQ13,51.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0384,Giocatore Sintetico 384,A,SQ13,34.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0385,Giocatore Sintetico 385,A,SQ13,28.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0386,Giocatore Sintetico 386,A,SQ13,26.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0387,Giocatore Sintetico 387,A,SQ13,70.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0388,Giocatore Sintetico 388,A,SQ13,10.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0389,Giocatore Sintetico 389,A,SQ13,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0390,Giocatore Sintetico 390,A,SQ13,29.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0391,Giocatore Sintetico 391,P,SQ14,4.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0392,Giocatore Sintetico 392,P,SQ14,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0393,Giocatore Sintetico 393,P,SQ14,4.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0394,Giocatore Sintetico 394,P,SQ14,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0395,Giocatore Sintetico 395,D,SQ14,20.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0396,Giocatore Sintetico 396,D,SQ14,5.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0397,Giocatore Sintetico 397,D,SQ14,7.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0398,Giocatore Sintetico 398,D,SQ14,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0399,Giocatore Sintetico 399,D,SQ14,22.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0400,Giocatore Sintetico 400,D,SQ14,2.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0401,Giocatore Sintetico 401,D,SQ14,28.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0402,Giocatore Sintetico 402,D,SQ14,21.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0403,Giocatore Sintetico 403,D,SQ14,31.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0404,Giocatore Sintetico 404,C,SQ14,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0405,Giocatore Sintetico 405,C,SQ14,20.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0406,Giocatore Sintetico 406,C,SQ14,44.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0407,Giocatore Sintetico 407,C,SQ14,7.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0408,Giocatore Sintetico 408,C,SQ14,31.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0409,Giocatore Sintetico 409,C,SQ14,53.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0410,Giocatore Sintetico 410,C,SQ14,17.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0411,Giocatore Sintetico 411,C,SQ14,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0412,Giocatore Sintetico 412,C,SQ14,41.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0413,Giocatore Sintetico 413,A,SQ14,23.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0414,Giocatore Sintetico 414,A,SQ14,38.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0415,Giocatore Sintetico 415,A,SQ14,42.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0416,Giocatore Sintetico 416,A,SQ14,17.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0417,Giocatore Sintetico 417,A,SQ14,33.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0418,Giocatore Sintetico 418,A,SQ14,41.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0419,Giocatore Sintetico 419,A,SQ14,55.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0420,Giocatore Sintetico 420,A,SQ14,18.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0421,Giocatore Sintetico 421,P,SQ15,6.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0422,Giocatore Sintetico 422,P,SQ15,16.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0423,Giocatore Sintetico 423,P,SQ15,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0424,Giocatore Sintetico 424,P,SQ15,8.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0425,Giocatore Sintetico 425,D,SQ15,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0426,Giocatore Sintetico 426,D,SQ15,27.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0427,Giocatore Sintetico 427,D,SQ15,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0428,Giocatore Sintetico 428,D,SQ15,21.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0429,Giocatore Sintetico 429,D,SQ15,16.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0430,Giocatore Sintetico 430,D,SQ15,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0431,Giocatore Sintetico 431,D,SQ15,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0432,Giocatore Sintetico 432,D,SQ15,11.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0433,Giocatore Sintetico 433,D,SQ15,28.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0434,Giocatore Sintetico 434,C,SQ15,10.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0435,Giocatore Sintetico 435,C,SQ15,13.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0436,Giocatore Sintetico 436,C,SQ15,43.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0437,Giocatore Sintetico 437,C,SQ15,30.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0438,Giocatore Sintetico 438,C,SQ15,47.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0439,Giocatore Sintetico 439,C,SQ15,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0440,Giocatore Sintetico 440,C,SQ15,20.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0441,Giocatore Sintetico 441,C,SQ15,35.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0442,Giocatore Sintetico 442,C,SQ15,45.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0443,Giocatore Sintetico 443,A,SQ15,57.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0444,Giocatore Sintetico 444,A,SQ15,28.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0445,Giocatore Sintetico 445,A,SQ15,27.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0446,Giocatore Sintetico 446,A,SQ15,33.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0447,Giocatore Sintetico 447,A,SQ15,35.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0448,Giocatore Sintetico 448,A,SQ15,51.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0449,Giocatore Sintetico 449,A,SQ15,53.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0450,Giocatore Sintetico 450,A,SQ15,57.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0451,Giocatore Sintetico 451,P,SQ16,3.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0452,Giocatore Sintetico 452,P,SQ16,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0453,Giocatore Sintetico 453,P,SQ16,10.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0454,Giocatore Sintetico 454,P,SQ16,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0455,Giocatore Sintetico 455,D,SQ16,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0456,Giocatore Sintetico 456,D,SQ16,9.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0457,Giocatore Sintetico 457,D,SQ16,14.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0458,Giocatore Sintetico 458,D,SQ16,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0459,Giocatore Sintetico 459,D,SQ16,23.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0460,Giocatore Sintetico 460,D,SQ16,16.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0461,Giocatore Sintetico 461,D,SQ16,28.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0462,Giocatore Sintetico 462,D,SQ16,21.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0463,Giocatore Sintetico 463,D,SQ16,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0464,Giocatore Sintetico 464,C,SQ16,11.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0465,Giocatore Sintetico 465,C,SQ16,30.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0466,Giocatore Sintetico 466,C,SQ16,29.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0467,Giocatore Sintetico 467,C,SQ16,25.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0468,Giocatore Sintetico 468,C,SQ16,15.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0469,Giocatore Sintetico 469,C,SQ16,36.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0470,Giocatore Sintetico 470,C,SQ16,24.0,2026-08-25 00:00:00+00:00
fixture_sintetica_v1,True,P0471,Giocatore Sintetico 471,C,SQ16,53.0,2026-08-25 00:00:00+00:00
